CMPLID,ODINO,MFR_NAME,MAKETXT,MODELTXT,YEARTXT,CRASH,FAILDATE,FIRE,INJURED,DEATHS,COMPDESC,CITY,STATE,VIN,DATEA,LDATE,MILES,OCCURENCES,CDESCR,CMPL_TYPE,POLICE_RPT_YN,PURCH_DT,ORIG_OWNER_YN,ANTI_BRAKES_YN,CRUISE_CONT_YN,NUM_CYLS,DRIVE_TRAIN,FUEL_SYS,FUEL_TYPE,TRANS_TYPE,VEH_SPEED,DOT,TIRE_SIZE,LOC_OF_TIRE,TIRE_FAIL_TYPE,ORIG_EQUIP_YN,MANUF_DT,SEAT_TYPE,RESTRAINT_TYPE,DEALER_NAME,DEALER_TEL,DEALER_CITY,DEALER_STATE,DEALER_ZIP,PROD_TYPE,REPAIRED_YN,MEDICAL_ATTN,VEHICLES_TOWED_YN,AdaptiveCruiseControl1,ForwardCollisionWarning1,LaneDepartureWarning1,AutomaticEmergencyBraking1,BlindSpotMonitoring1,LaneKeepSystem1,RearVisibilityCamera1,AdaptiveHeadlights1,ParkAssist1,ADAS1
1287079,10871876,Chrysler (FCA US LLC),JEEP,CHEROKEE,2016,N,20160601,N,,,unknown or other,NORCROSS,GA,1C4PJMDS0GW,20160601,20160601,,,"i purchased a 2016 jeep cherokee with an active drive ii transfer case for the  sole purpose of flat towing it behind an rv. all printed and on-line brochures clearly stated that the vehicle could be flat towed. i paid a lot of money for the upgraded drivetrain  and waited 8 weeks for delivery only to be advised a few months later by fca that the vehicle is no longer towable as purchased. if the customer desires to tow the vehicle then the customer can purchase a newly released wiring kit and pay a dealer to install it. additionally, the customer should upgrade their rv tow package to include a means for charging the cherokee's battery while being towed. chrysler says that they deem this required wiring kit as a 'customer satisfaction' action and that therefore, the customer has to pay for it. how is it possible that chrysler / fca can get away with selling a vehicle as 'towable' and then subsequently require the customer to pay hundreds of dollars to fix their mistake? if the customer chooses to not add this fix then it is recommended that they do no flat tow. the consequence of flat towing without this fix is a possible severe wobble which can damage the vehicle and rv. it could also cause an accident if the situation gets out of control. the recall center sent out a notification of the issue to customers, but they are not considering this a recall issue. instead, they are advising customers that there is an issue and to deal with it on their own.",IVOQ,N,,N,N,N,,,,,,,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1392104,11005513,General Motors LLC,CHEVROLET,TRAVERSE,2014,N,20170715,N,,,electronic stability control,HOMESTEAD,FL,1GNKRHKD6EJ,20170715,20170715,63593,,"when traveling to any destination utilizing city street or a highway, whether traffic is heavy or moving fast or slow, my vehicle is always being cut in front of , cut off  with intent. causing me to apply brakes whether i am traveling at 35 mph , 45, 55, 60, 70, even in a school zone at 15 mph.   also,  i have concerns about the driver seat,",IVOQ,N,,N,N,N,,,,,,35,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1292170,10875738,Toyota Motor Corporation,TOYOTA,COROLLA,2014,N,20160621,N,,,air bags,MEMPHIS,TN,,20160621,20160621,,,"my airbags are no longer working in my 2014 toyota corolla and want some sanders. i have last than 60k miles on this car. the dealership is telling me my vin number is on the list with www.nhtsa.gov as well as the dealership. there are other website that indicates their problems with toyota vehicle with the airbag frontal sensor control module. fix this complaint for me, because if i'm in accident wig no airbags i'm died.",IVOQ,N,,N,N,N,,,,,,35,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1435037,11057046,Toyota Motor Corporation,TOYOTA,RAV4,2015,N,20171223,N,,,seat belts,LITTLE EGG HARBOR TWP,NJ,2T3RFREV5FW,20171228,20171228,35740,,right side rear  seat and middle rear seat belt buckles fail to lock properly or not at all. one is currently useless. left side rear ok. i noted this purchasing this car used inspecting. is this covered under a warranty or federal mandate?,IVOQ,N,,N,N,N,,,,,,0,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1480253,11110784,Chrysler (FCA US LLC),RAM,1500,2015,N,20180703,Y,,,power train,LAS VEGAS,NV,1C6RR6LM4FS,20180711,20180711,55000,,"there isn't enough room for the entire ordeal, but i will do my best to congest it.     june 19th: went to dealer ship with check engine light, nobody there knew what it meant, and they erased it and told me not to worry about it unless it comes back.    july 3rd: vacation trip, about 2 hours into driving, truck looses throttle, solid check engine light comes on, ""service electronic throttle control""   smoke coming from engine bay, smelled like plastic to me.   found what looked like a melted quarter sized boiling spot on the manifold? i believe.  checked that engine light was solid, and on june 19th was told if light is solid, it's safe to drive, if it's blinking shut off imediately. it was solid.    vacation's over, drive back to vegas at about 40-50mph (truck wouldn't go any faster) on blinkers the whole way with my fiancee in the passanger seat, and 3 year old son in the back seat.     an hour ourside of vegas, truck was throwing flame balls and sparks out the rear, immediately pulled off to the desert, and evacuated my son and fiancee. grabbed red bulls and green teas to douse the fire. got the fire out after several minutes. if i didn't notice the sparks or fireballs, or if a fuel line caught on fire, we could have died.     the entire underside of the truck was burned and the dpf on the exhaust was glowing bright red still.    i spoke with an original engineer on the truck, through a facebook group for these trucks, which he states 2 weeks prior when i took the truck in, the egr must have started malfunctioning, and they shouldn't have brushed me off. which led to it sticking open, and blowing a hole in the intake manifold (the burning plastic smell) when i was driving back to safety (in the middle of nowhere), a regeneration occured causing the dpf to fill up, and essentially explode, and catch the truck on fire.     truck is awaiting reps from detroit.",IVOQ,N,,N,N,N,,,,,,45,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1319530,10908173,Ford Motor Company,FORD,EXPLORER,2016,N,20160811,N,,,power train,ANN ARBOR,MI,1FM5K8D81GG,20160920,20160920,9456,,"while driving through a major city on the expressway at rush hour, the vehicle suddenly lost power. the dash illuminated a wrench (powertrain fault) and check owners manual. we decelerated in traffic down to about 5 mph. we were extremely fortunate that no one was hurt as we tried to make our way to the right shoulder from the left lane (there was inadequate shoulder on the left when the failure occurred). no question in our mind that this is life threatening! we feel fortunate we were near an exit, so we limped along at 5 mph to a gas station. the vehicle was towed to a dealership and next day verified that the electronic throttle body was defective. the dealer changed this part out and we fortunately have not had a recurrence. mileage at failure was 9456. one would not expect a throttle body to fail, especially at low mileage. we now read that many 2016 explorers have this defect and that other drivers have experienced the same life threatening event that we did.",IVOQ,N,,N,N,N,,,,,,70,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1029221,10556957,Harley-Davidson Motor Company,H-D,FLHTK,2014,N,20131001,N,0,0,steering,LAFAYETTE,LA,1HD1KEL15EB,20131222,20131222,450,1,"engine coolant leaking from coolant pump casing. inspected coolant reservoir which was pressured up and full(no air gap).  after engine cooled, then coolant level below cold full level.  dealer stated they could not reproduce episode.    at 30 to 33 mph, there is a wobble/shimmy in the handle bars/front end.  more so on deceleration,but have felt when turning.  first time dealer stated they could not reproduce. problem has continued.  dealer stated they can reproduce.  they rode other bikes of this model and all bikes handle this way, so they call this normal.  the dealer gm told me if i brought it back for the same problem, he would claim they already investigated and write it off as normal.  hd corporate office was no help and also said this is normal.  *tr",IVOQ,N,,N,N,N,,,,,,32,,,,,,,,,,,,,,V,,,,0,0,0,0,0,0,0,0,0,0
1415310,11035100,Chrysler (FCA US LLC),JEEP,CHEROKEE,2014,N,20171012,N,,,power train,CARTERSVILLE,GA,1C4PJMBBXEW,20171020,20171020,47000,,"after starting my vehicle, traveling at a low rate of speed, going into an intersection, my vehicle shut off. my dashboard indicator lights came on showing: engine, battery and throttle control.  after sitting in the intersection for 3-4 minutes, my vehicle started again, but very sluggish.  this occurred 4 times over a 7 day period.  i go to my dealership, $175.00 later, they inform me i was 4 quarts low of oil and as a safety precaution my vehicle would automatically shut down. while i'm driving it.? where is the safety in this.?  they also told me that my vehicle would use/require 1 quart of oil per every 1000 miles and would increase in oil consumption as the vehicle mileage increased. my current mileage is 47,000 miles.  my owners manual states "" if the oil light turns on while driving, stop the vehicle and shut off the engine as soon as possible.  a chime will sound for 4 minutes when this light turns on.""  no where in my manual does it state that my vehicle will automatically shut off while driving. i never received any warning or indication that my oil was low.",IVOQ,N,,N,N,N,,,,,,15,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1376150,10984188,Kia Motors America,KIA,OPTIMA,2016,N,20160705,N,,,engine,PORT RICHEY,FL,5XXGT4L16GG,20170508,20170508,,,this vehicle suffers from a hesitation during take off. according to kia this hesitation come from a 7 speed dual clutch transmission(dct). which causes the vehicle the driver to feel a shudder sensation. this vehicle has a double clutch. i have taken my 2016 kia optima dealers for repair to this problem without any solution. runs rough.,IVOQ,N,,N,N,N,,,,,,,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1288713,10873122,Ford Motor Company,FORD,EDGE,2015,N,20160603,N,,,engine,KANSAS CITY,MO,2FMTK4J83FB,20160607,20160607,3800,,my car shut down while driving. i was driving in a parking lot and it just suddenly shut down.  i couldn't accelerate. an error displayed that said something like full power active accessory. i was able to restart the car.,IVOQ,N,,N,N,N,,,,,,20,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1435061,11057064,Kia Motors America,KIA,FORTE,2017,Y,20171227,N,1,,fuel/propulsion system,LINDENHURST,NY,3KPFK4A7XHE,20171228,20171228,6150,,"i was parking my car yesterday at 7/11 and the car accelerated on it's own and crashed into a cement pillar. the airbag did not deploy. i have seen a blog where dozens of forte owners complained about the same issue, sometimes more than once. i was injured and the car needs $9000 in repairs, also i am sure my insurance will increase.",IVOQ,Y,,N,N,N,,,,,,0,,,,,,,,,,,,,,V,,Y,Y,0,0,0,0,0,0,0,0,0,0
1465044,11092142,Ford Motor Company,FORD,F-150,2016,N,20180504,N,,,service brakes,DOTHAN,AL,1FTEW1CG2GF,20180506,20180506,19000,,on may 4th my brakes totally failed.  luckily i discovered this when i got into my truck to start it up from work.  my brake pedal went all the way to the floor.  i popped the hood and discovered the brake fluid reservoir empty.  i am lucky that i was not driving when i discovered this.  my truck has been towed to the local ford dealership and i do not have any documentation at this time.  the vehicle was parked.,IVOQ,N,,N,N,N,,,,,,0,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1473054,11100788,Hyundai Motor America,HYUNDAI,IONIQ HYBRID,2017,N,20171013,N,,,visibility/wiper,PENNINGTON,NJ,KMHC65LC2HU,20180610,20180610,100,,"due to severe front windshield glare, i am unable to clearly see approaching traffic, vehicles preparing to turn left/right at intersections, and pedestrians standing on the side of the road or in a cross walk.on numerous occasions, i have had to stop the car quickly to avoid collision with oncoming vehicles and pedestrians.this hazard is present under both sunny and cloudy environmental conditions (photos attached).the ongoing occurrence of extreme glare on the windshield appears to emanate from the light colored dashboard and presents a dangerous safety hazard while the car is in motion as well as when stopped at an intersection.      to date, i have reported this issue to:  1) on 10/13/17 and 10/19/17 to hyundai dealership: jeff reeb, general manager, fred beans hyundai-genesis, doylestown, pa 18902, (215) 345-8200. i was informed that this issue was not covered by warranty since it was not a manufacturing defect and i would have to correct the problem at my own expense.  2)  on 10/30/17 to hyundai motor america: omar, regional consumer affairs, (714) 887-2537, hyundai motor america. i received a written determination letter indicating the hyundai denied my claim #10724458. per that determination letter and my rights to contest that determination, i provided them a dealer invoice documenting extreme glare, photos of extreme glare, as well as the address of one of the many websites/blogs reporting glare on hyundai vehicles. again, in april, 2018, i received a verbal final determination that hyundai will take no corrective action to remedy this safety hazard.    i do not feel safe operating this vehicle.  it is imperative that hyundai take corrective actions immediately for my vehicle, as well as correct this design flaw before human injuries and/or fatalities occur.    i would be happy to provide more detail, as needed. thank you.",IVOQ,N,,N,N,N,,,,,,35,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1212537,10758562,Chrysler (FCA US LLC),JEEP,CHEROKEE,2014,N,20150813,N,0,0,power train,PROVIDENCE,RI,1C4PJMCS0EW,20150822,20150822,25100,,"august 13, 2015:  stopped at traffic light, in construction zone.  light changed to green, bikers on side of road, so was going very slow.  engine light/service transmission message came on and transmission froze in second gear.  pulled over, turned off jeep, restarted, continued trip with no further incidents.    august 15, 2015:  slowed for construction on a 2-lane (paved) rural highway.  engine light came on, and jeep had poor acceleration.  continued driving and gained speed.    august 19, 2015: in a line of traffic on 2-lane rural (paved) highway.  speed about 45mph.  engine light/service transmission message came on.  transmission froze in gear, with very poor acceleration.  pulled over, turned of jeep, restarted, finished remaining 25 miles to destination with no other incident.    august 20, 2015:  on highway12n to get onto new york state thruway.  speed 45-50mph.  engine light/service transmission message came on.  transmission froze in gear.  very poor acceleration.  pulled into thruway entry park & ride.  turned off jeep, restarted, took jeep to local dealership.  they did software upgrades and road-tested the jeep, between 8/20 and 8/21.  they did not replace any parts.  dealership did 14-15 mile roadtest. we stayed with family overnight. i picked it up the morning of 8/21/2015.    august 21, 2015:  stopped at cemetery on way back to family member's house.  maybe 6 miles between dealership and family member's house.  jeep idled for 2-3 minutes at one site, and 5-6 minutes at a second site.  when i got back into jeep at the second site, the engine light/service transmission message was on.  pulled out into roadway, and had very poor acceleration.  pulled back into cemetery, turned off the jeep, restarted and drove to family member's house.   we decided to try to take the nys thruway for the 250 mile trip back to our residence.  no incidents along the way. ",IVOQ,N,,N,N,N,,,,,,3,,,,,,,,,,,,,,V,,N,,0,0,0,0,0,0,0,0,0,0
1213580,10759312,Chrysler (FCA US LLC),JEEP,GRAND CHEROKEE,2015,N,20150806,N,0,0,fuel/propulsion system,LEVITTOWN,PA,,20150825,20150825,3000,1,"about 18 months ago the nhtsa had issued an advisory bulletin suggesting that automakers reduce or eliminate onboard info systems due to distracted drivers, in the meantime more complex systems have been installed by said and with the most recent hacking of the onboard ecm's as well as driving controls, i question will you possibly follow through with a mandate to cease these systems from being installed seeing that hackers through the bluetooth systems also onboard be eliminated to stop possible horrific accidents from happening. i understand that many are now issuing new software updates that are  supposed to stop this from happening, however hackers have "" backdoor methods "" to still be able to access a cars system and with all the cyber crime taking place today , the elimination of these systems would be a sure fire way to stop it. a going back to a more simpler time when these issues didn't exist say pre 2003 standards. as a concerned consumer i am very worried that some very bad things are going to continue to happen and put my family ( as well as others ) at great risk. i would implore you to seriously consider stopping these systems from being installed in any newer cars that are planned for release, you timely decision would be greatly appreciated , thank you for your time  *tr",IVOQ,N,,N,N,N,,,,,,30,,,,,,,,,,,,,,V,,N,,0,0,0,0,0,0,0,0,0,0
1411971,11031865,Kia Motors America,KIA,SORENTO,2016,N,20171004,N,,,engine,LITHONIA,GA,5XYPG4A30GG,20171005,20171005,17803,,yesterday i was approaching a yellow light. the light changed to red as i was coming to a complete stop. i was at a complete stop waiting for the light to change so i could make a left turn. suddenly the truck shut off completely. i then put my foot on the brake and put the truck in park so i could try to restart it. the truck restarted with no problems. this is the second incidence of the truck shutting off completely. the first occurrence was in january or february of this year. i had entered a left turning lane and was at a complete stop waiting to turn left when the truck shut off completely. i again placed my foot on the brake and placed the truck in park. i was then able to restart the truck. i reported the first incident to nalley kia  stonecrest in lithonia ga when i was at my service appointment. they said they could not find anything wrong with the truck.i have also reported this most recent incident to them so they look into it at my upcoming service appointment on october 14th 2017.,IVOQ,N,,N,N,N,,,,,,0,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1446289,11072382,General Motors LLC,CHEVROLET,IMPALA,2015,N,20180203,N,,,structure:body,BOWIE,MD,2G1165S3XF9,20180212,20180212,28600,,"i was traveling on the highway (in motion), there was a very loud boom.  the sunroof exploded! there was no known debris from the roadway and the shattered glass was not in my vehicle; the sunroof shattered outward.",IVOQ,N,,N,N,N,,,,,,75,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1361152,10958977,General Motors LLC,CHEVROLET,SILVERADO 1500,2014,N,20170304,N,,,electrical system,JOHNSON CITY,TN,3GCUKSECXEG,20170306,20170306,42000,,"after driving the truck for an hour and half i pulled into a parking lot, as i was turning to go down an aisle to park the truck interior lighting on the dash dimmed and the power steering died enough to jerk the steering wheel back and forth while turning. this almost caused me to hit another vehicle since i had no steering. i let the truck sit for a minute and then drove to an empty section of the parking lot and done a few slow figure eights seeing if the issue would happen again. after nothing happened i proceeded back to the parking area and again as i was pulling into a parking space the truck seemed to be losing power and the steering wheel was jerking out of my had uncontrollably to the point i could no longer steer the truck. the screen on the dash said it was caused by traction control but the ground was dry and paved. i again let the truck sit for a minute and was then able to park. after shopping i was able to drive to another stop and then home without any issues. when i was backing down my driveway an error message came up on the screen saying the backup safety devices were unavailable and the light on the dash started dimming again. the steering did not act up during backup mode. the dealer said there was a service bulletin out about the issue related to low voltage codes which they said my truck showed. they said the battery tested fine and chevrolet would not let them replace anything since they could not reproduce the issues. they did say they were replacing the negative battery cable though but would not say why they were replacing it.",IVOQ,N,,N,N,N,,,,,,5,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1331452,10923885,Chrysler (FCA US LLC),RAM,1500,2016,N,20161102,N,,,power train,THE VILLAGES,FL,3C6TRVBG6GE,20161102,20161102,,,"tl* the contact owns a 2016 ram 1500. the contact received notification of nhtsa campaign number: 16v461000 (power train); however, the part for the recall repair was unavailable. the contact stated that the manufacturer exceeded a reasonable amount of time for the recall repair. the contact had not experienced a failure. the manufacturer was not made aware of the issue. parts distribution disconnect.",EVOQ,N,,N,N,N,,,,,,,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1445722,11071958,"BMW of North America, LLC",BMW,X3,2018,Y,20180203,N,2,,service brakes,BUFFALO GROVE,IL,5UXTR9C57JL,20180209,20180209,2000,,the vehicle was moving and when i tried to stop because the car in front of me stopped. my car had a brake failure and caused an accident.  abs and/or the collusion deterrent system engaged to avoid this accident.,IVOQ,Y,,N,N,N,,,,,,,,,,,,,,,,,,,,V,,Y,Y,0,0,0,0,0,0,0,0,0,0
1151647,10678653,Kia Motors America,KIA,SORENTO,2014,Y,20140108,N,0,0,power train,WHILTEY CITY,KY,5XYKT4A65EG,20150123,20150123,4873,1," i bought a 2014 kia sorento in nov. 2013. 2months i started having issues with the door locks not working properly and the blue tooth. i took it to the dealer for service and told them about it after 3-4 trips and being told each time that there was nothing wrong they found that the radio system was bad. still nothing wrong with the door locks not unlocking. then a few weeks later i started having problems with it starting, again 3-4 trips of being told nothing was wrong they said you have a bad battery! i started getting a warning from the uvo system in november 2014 that i had a transmission issue took it to the dealer and even though a technician saw the warning on the screen and that the engine light was on they said the gas cap must have been on wrong causing the warning and the transmission to stall and be sluggish, along with causing the bluetooth not to respond, automatic door locks not to release,backup camera beeps when there is nothing behind me, the automatic window on the drivers side to not roll up. it was found that the transmission was going out and was repaired at the nicholasville store, however it has not taken care of the issues, the doors will not unlock and the uvo system continues to send emails to the dealer that there is an issue. i have also had to replace a head light bulb, brakes are rubbing. i have spoken with the kia corp analysts spencer with no results at this point. i have spoken with the general manager of the nicholasville ky dealer during our conversation he said to me to bring my car to the dealer they would be glad to check it. i ask if there was any way we could work something out so that they could come to me and get the car. i explained to him that i do not fill safe in the vehicle and that i am afraid for my kids safety, on 1/20/15 i was in an accident with it.   *tr",IVOQ,N,,N,N,N,6,4WD,,,,,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1441134,11064141,Ford Motor Company,FORD,FOCUS,2014,N,20180121,N,,,unknown or other,PALM BAY,FL,1FADP3F22EL,20180122,20180122,50100,,"windshield wipers stop working, they freeze in place on the windshield.",IVOQ,N,,N,N,N,,,,,,0,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1475730,11103039,Ford Motor Company,FORD,ESCAPE,2014,N,20180601,N,0,0,structure:body:door ,MEDFORD,MA,1FMCU9GX7EU,20180621,20180621,55549,,"tl* the contact owns a 2014 ford escape. the contact stated that the rear passenger door failed to open from outside the vehicle and could only be opened from inside the cabin. in addition, the interior door panel was detached from the door. the dealer (sentry ford, 4100 mystic valley pkwy, medford, ma 02155, (781) 395-6400) was notified of the failure and advised the contact to schedule a diagnostic appointment. the manufacturer stated that the vehicle was excluded from nhtsa campaign number: 16v643000 (latches/locks/linkages) and recommended calling the dealer for diagnostic testing and repair. the approximate failure mileage was 55,549. ",EVOQ,N,,N,N,N,,,,,,,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1144732,10669673,Hyundai Motor America,HYUNDAI,ELANTRA,2014,N,20130614,N,0,0,steering,MORRIS,OK,,20150102,20150102,2500,1,"purchased vehicle may 2013.  noticed it pulled to the right severely.  dealership could not duplicate.  took shop foreman for a ride on 3 lane 65 mph highway.  taking a left curve i let go of the steering wheel.  car pulled to right and crossed two lanes.  they decided to attempt to repair.  all i remember is rotation of tires and i was told they could never be rotated again.  car is easier to drive but not completely repaired.  tired of messing with it.  i hate this car and do not like driving it.  there is a steering and suspension problem.  i also have excessive wear on my tires, they have 18,000 miles on them and will need to be replaced soon.  *tr",IVOQ,N,,N,N,N,,,,,,25,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1474324,11101948,"Mercedes-Benz USA, LLC.",MERCEDES BENZ,E300,2018,N,20180528,N,,,unknown or other,LOS ANGELES,CA,WDDZF4JB0HA,20180614,20180614,13000,,"roof spoiler was replaced under recall of: 17v246, but had flown off numerous times. roof spoiler was reattached but had flown off after 500 miles of driving. the roof spoiler started to banging against the rear windshield until it flew off driving at about 60 mph on a the highway. the spoiler flew off hitting another vehicle. this is a very big safety hazard as it can strike and kill.",IVOQ,N,,N,N,N,,,,,,60,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1169811,10701688,"Yamaha Motor Corporation, USA",YAMAHA,FJ-09,2015,N,20150321,N,0,0,engine,DORAL ,FL,JYARN37E9FA,20150325,20150325,,,tl* the contact owns a 2015 yamaha fj-09. the contact stated there was an abnormal noise coming from the timing chain of the tensioner causing the motorcycle to fail. the motorcycle was not diagnosed or repaired. the manufacturer was not made aware of the failure. the failure mileage was not provided. ,EVOQ,N,,N,N,N,,,,,,,,,,,,,,,,,,,,V,,N,,0,0,0,0,0,0,0,0,0,0
1039492,10564240,TOYOTA MOTOR CORPORATION,TOYOTA,PRIUS,2014,N,20101228,N,0,0,visibility/wiper,WALNUT CREEK,CA,JTDKN3DU8E1,20140213,20140213,45,1,"windshields on prius models 2010 and higher are affected.    while most obvious at night, external light sources viewed through the front windshield can be mirrored in triplicate via a ""prism"" or ""refraction"" effect.  interior occupants will witness light sources being replicated 3 times.    the resulting effect can create nausea or dizziness in occupants, and is experienced with maximum effect at night during traffic when the ability to safely negotiate roadways is paramount.  *tr",IVOQ,N,,N,N,N,4,,,HE,,0,,,,,,,,,,,,,,V,,,,0,0,0,0,0,0,0,0,0,0
1406665,11022677,General Motors LLC,BUICK,VERANO,2016,N,20161005,N,,,air bags,IDAHO FALLS,ID,1G4PR5SK9G4,20170911,20170911,4500,,"tl* the contact owns a 2016 buick verano. while driving approximately 80 mph, the gear shifted so hard that the vehicle jolted and caused the front passenger to strike the dashboard. there were no injuries. the service air bag warning indicator illuminated. the failure recurred several times. the vehicle was taken to the dealer (hirning buick gmc, pocatello, id, 208-232-8900) where a road test was performed, but the failure was not duplicated. the failure recurred and the vehicle was taken to another dealer (wackerli buick, idaho falls, id, 208-522-606) where it was diagnosed that the air bag sensors needed to be replaced. the sensors were replaced, but the failure recurred. the manufacturer was not made aware of the failure. the failure was not repaired. the failure mileage was approximately 4,500. ",EVOQ,N,,N,N,N,,,,,,80,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1485409,11114732,Kia Motors America,KIA,SOUL,2014,N,20180723,N,,,exterior lighting,CINCINNATI,OH,KNDJP3A5XE7,20180731,20180731,56000,,"the headlights on my 2014 kia soul started to flicker as well as the internal lights at the same time on the dashboard (speed, etc.). i normally keep the headlight setting on auto and i have had this vehicle for a little over 4 years never had an issue until now. i am paying to get the switch replaced in hopes it will resolve this issue, but it is dangerous problem because the headlights no longer just flicker they will go completely out some times which can be scary while driving at night.",IVOQ,N,,N,N,N,,,,,,,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1099348,10625715,Chrysler Group LLC,JEEP,GRAND CHEROKEE,2014,Y,20140804,N,0,0,fuel/propulsion system,HARRISBURG,NC,1C4RJEBG7EC,20140816,20140816,20000,,"pressed on gas pedal to go across intersection and car did not go, then all of a sudden the car lunged out into traffic and hit two other cars in the intersection.",IVOQ,N,,N,N,N,,,,,,20,,,,,,,,,,,,,,V,,N,,0,0,0,0,0,0,0,0,0,0
1293157,10876517,"Tesla Motors, Inc.",TESLA,MODEL S,2015,N,20160501,N,,,suspension,BEVERLEY HILLS,CA,5YJSA1H28FF,20160624,20160624,6000,,another model s in the junkyard.  http://www.copart.com/us/lot/23726316?searchid=1302071014    front suspension twisted and bent. no collision damage forward of the wheel that could have cause the suspension to be damaged like that.  please add this to the list of suspension failures,IVOQ,N,,N,N,N,,,,,,30,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1083644,10608090,General Motors LLC,CADILLAC,ATS,2014,N,20140213,N,0,0,steering,HAMILTON,NY,1G6AJ5SX5E0,20140703,20140703,50,1,"vehicle wanders at highway speeds on level roads, can't keep it in a straight line. dealer refuses to rectify, says that it is normal, since their other models are the same.   it is a dangerous situation since you are afraid to blink and may end up in another lane of traffic.  just using it for city traffic now. current odometer reading 1,600 km since new in february 2014.  how safe is the electric steering?  *tr",IVOQ,N,,N,N,N,4,,,GS,,50,,,,,,,,,,,,,,V,,N,,0,0,0,0,0,0,0,0,0,0
1316342,10904998,Honda (American Honda Motor Co.),ACURA,ILX,2014,N,20160909,N,,,air bags,BOYNTON BEACH,FL,19VDE1F39FE,20160909,20160909,,1,"tl* the contact owns a 2014 acura ilx. the contact received notification of nhtsa campaign number: 16v061000 (air bags); however, the part for the recall repair was unavailable. the contact stated that the manufacturer exceeded a reasonable amount of time for the recall repair. the contact had not experienced a failure. the manufacturer was not made aware of the issue. vin tool confirms parts not available.  job completed updated 10/28/16*lj",EVOQ,N,,N,N,N,4,FWD,FI,GS,AUTO,,,,,,,,,,DELRAY HYUNDAI,,DELRAY BEACH,,33473,V,,N,N,0,0,0,0,0,0,0,0,0,0
1209095,10748005,Chrysler (FCA US LLC),JEEP,CHEROKEE,2014,N,20150731,N,0,0,unknown or other,JERICHO,NY,1C4PJMDS3EW,20150811,20150811,15000,,"2014 jeep cherokee defective transmision problem - on july 31, 2015 i was stoped at a traffic light. when the traffic in front of me moved i placed my foot on the accelerator; but the car did not move. the car stalled/died while in drive. i noticed that several indicator lights went on ? the parking brake indicator and what i believe is the slip indicator or stability control indicator. the little green indicator light next to the drive position of the gear shift was also blinking on and off. this was not the first time the vehicle stalled/died while in motion. several previous times the same thing occurred, once while my wife was driving in traffic and once while backing out of the driveway. during this most recent incident my vehicle was almost struck by other moving traffic. my wife was also almost struck by moving vehicle traffic when the car stalled/died while she was driving it. prior to these incidents we had trouble with our jeep cherokee shifting hard. recently we learned that since the 2014 jeep was put onto the market there were reports of similar incidents which has been traced to defective transmission in the 2014 jeep cherokee. we were never told about this defect with the transmission when we leased our cherokee in august 2014 - even though the dealer was obviously well aware of the defect. my wife and i consider this to be a safety problem and it is a miracle that we were not injured in the above incidents.      ",IVOQ,N,,N,N,N,,,,,,0,,,,,,,,,,,,,,V,,N,,0,0,0,0,0,0,0,0,0,0
